City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description
348,Inhambane,-23.865,35.3833,60.8,100,75,2.33,MZ,broken clouds
349,Honiara,-9.4333,159.95,84.25,76,67,5.86,SB,broken clouds
350,Develi,38.3906,35.4922,37.4,81,0,8.05,TR,clear sky
351,Botou,38.0667,116.5667,63.48,56,91,19.46,CN,overcast clouds
352,Caravelas,-17.7125,-39.2481,73.18,89,97,3.78,BR,overcast clouds
353,Krasnoselkup,65.7,82.4667,32.27,90,61,18.14,RU,broken clouds
354,Mandalgovi,45.7625,106.2708,56.32,32,100,18.16,MN,overcast clouds
355,Oistins,13.0667,-59.5333,78.8,61,20,20.71,BB,few clouds
356,Goderich,43.7501,-81.7165,33.8,64,0,3.44,CA,clear sky
357,Vigrestad,58.5667,5.7,37.99,87,61,14.61,NO,broken clouds
358,Otaki,-40.7583,175.15,64.99,75,100,3.0,NZ,light rain
359,Nacala,-14.5428,40.6728,72.12,90,59,9.01,MZ,broken clouds
360,Andros Town,24.7,-77.7667,77.0,83,20,4.61,BS,few clouds
361,Acapulco,16.8634,-99.8901,79.47,63,95,5.79,MX,overcast clouds
362,Gamba,-2.65,10.0,75.04,87,100,5.3,GA,overcast clouds
363,Vichy,46.25,3.5833,37.4,87,0,1.14,FR,clear sky
364,Sabancuy,18.9667,-91.1833,80.82,75,99,8.72,MX,overcast clouds
365,Hovd,48.0056,91.6419,36.12,28,100,6.91,MN,overcast clouds
366,Kalabo,-14.97,22.6814,59.94,67,8,6.17,ZM,clear sky
367,Geraldton,-28.7667,114.6,84.2,21,100,1.14,AU,overcast clouds
368,Qeshm,26.9581,56.2719,77.0,73,5,4.61,IR,haze
369,Kybartai,54.6386,22.7632,35.49,96,100,16.06,LT,overcast clouds
370,Denpasar,-8.65,115.2167,87.8,66,20,9.22,ID,few clouds
371,Kraskino,42.7114,130.7794,52.12,58,100,5.23,RU,overcast clouds
372,Pasighat,28.0667,95.3333,85.17,50,1,4.14,IN,clear sky
373,Xuddur,4.1213,43.8894,75.94,76,91,8.59,SO,overcast clouds
374,Haapiti,-17.5667,-149.8667,84.2,65,20,8.05,PF,light rain
375,Potchefstroom,-26.7167,27.1,53.44,54,80,5.23,ZA,light rain
376,Vao,-22.6667,167.4833,74.7,72,80,10.71,NC,broken clouds
377,Gbarnga,6.9956,-9.4722,70.81,96,100,1.23,LR,overcast clouds
378,Mfou,3.7159,11.6427,68.14,98,100,2.71,CM,light rain
379,Popondetta,-8.7537,148.2534,86.47,68,95,4.45,PG,light rain
380,Port Keats,-14.25,129.55,93.27,42,48,6.62,AU,scattered clouds
381,Karratha,-20.7377,116.8463,88.92,18,0,17.4,AU,clear sky
382,San Quintin,30.4833,-115.95,57.45,79,6,13.89,MX,clear sky
383,Barinas,8.6226,-70.2075,82.4,61,22,3.44,VE,few clouds
384,Zhuhai,22.2769,113.5678,89.01,78,20,10.36,CN,few clouds
385,Muttupet,10.4,79.4833,89.22,57,51,9.42,IN,broken clouds
386,Sabzevar,36.2126,57.6819,62.6,29,0,18.41,IR,clear sky
387,Kyaikkami,16.08,97.5675,85.33,69,30,8.61,MM,scattered clouds
388,Bartica,6.4,-58.6167,77.0,88,40,2.3,GY,scattered clouds
389,Nioro,13.35,-15.75,75.6,39,83,7.63,GM,broken clouds
390,Vicuna,-30.0319,-70.7081,59.0,82,90,2.3,CL,overcast clouds
391,Lorengau,-2.0226,147.2712,85.15,66,96,9.98,PG,moderate rain
392,Bengkulu,-3.8004,102.2655,83.01,63,63,4.38,ID,broken clouds
393,Victoria,22.2855,114.1577,89.01,68,0,5.99,HK,clear sky
394,Muroto,33.2833,134.15,69.8,64,75,19.57,JP,broken clouds
395,Derzhavinsk,51.1,66.3167,42.8,40,99,16.08,KZ,overcast clouds
396,Avanigadda,16.0215,80.9181,87.8,74,40,2.3,IN,light rain
397,Najran,17.4924,44.1277,64.4,22,0,2.3,SA,clear sky
398,Ginir,7.1333,40.7,58.73,78,99,3.85,ET,overcast clouds
399,Praya,14.9215,-23.5087,68.0,77,0,16.11,CV,clear sky
400,Dodge City,37.7528,-100.0171,44.6,81,1,24.16,US,clear sky
401,Wicklow,53.0,-6.4167,45.0,80,0,2.3,IE,clear sky
402,Zhangye,38.9342,100.4517,60.87,23,89,21.25,CN,overcast clouds
403,Alto Araguaia,-17.3147,-53.2153,63.59,58,18,2.26,BR,few clouds
404,Mahibadhoo,3.7833,72.9667,82.96,73,89,9.8,MV,overcast clouds
405,Santa Fe,-31.6333,-60.7,69.01,85,2,4.0,AR,clear sky
406,Hobyo,5.3505,48.5268,84.29,66,100,9.48,SO,overcast clouds
407,Paciran,-6.8767,112.3761,85.14,63,4,0.87,ID,clear sky
408,Vestmannaeyjar,63.4427,-20.2734,43.79,88,100,25.03,IS,overcast clouds
409,Puerto Ayacucho,5.6639,-67.6236,81.79,67,73,2.57,VE,broken clouds
410,Iacu,-12.7672,-40.2117,71.85,95,97,1.79,BR,overcast clouds
411,Cidreira,-30.1811,-50.2056,69.31,75,10,17.13,BR,clear sky
412,Durazno,-33.4131,-56.5006,66.2,82,0,11.5,UY,clear sky
413,Imeni Poliny Osipenko,52.4201,136.4853,47.68,68,100,13.35,RU,light rain
414,Barra Do Garcas,-15.89,-52.2567,66.97,64,14,1.79,BR,few clouds
415,Blackwater,-23.5833,148.8833,71.17,45,98,4.14,AU,overcast clouds
416,Aklavik,68.2191,-135.0107,23.0,53,90,6.91,CA,overcast clouds
417,Mildura,-34.2,142.15,66.99,45,90,8.05,AU,overcast clouds
418,Champerico,14.3,-91.9167,69.01,97,99,1.95,GT,overcast clouds
419,Guiglo,6.5456,-7.4966,71.01,97,96,1.9,CI,light rain
420,Kyshtovka,56.555,76.6271,39.87,51,5,6.87,RU,clear sky
421,Ambon,-3.6954,128.1814,89.6,62,40,5.75,ID,scattered clouds
422,Axim,4.8699,-2.2405,81.16,85,87,8.34,GH,overcast clouds
423,Xapuri,-10.6517,-68.5044,77.63,78,97,1.97,BR,overcast clouds
424,Komsomolskiy,40.4272,71.7189,59.0,41,26,2.3,UZ,scattered clouds
425,Soderhamn,61.3037,17.0592,34.0,75,17,5.99,SE,few clouds
426,Careiro Da Varzea,-3.2003,-59.8119,78.8,83,20,5.75,BR,light rain
427,Vila,42.0304,-8.1588,48.99,94,100,3.0,PT,overcast clouds
428,Cortez,37.3489,-108.5859,53.6,32,75,16.11,US,broken clouds
429,Pevek,69.7008,170.3133,25.48,78,53,1.7,RU,broken clouds
430,Basoko,1.2391,23.616,71.02,96,100,2.77,CD,moderate rain
431,Dunkwa,5.9656,-1.78,75.43,96,94,2.08,GH,overcast clouds
432,Hami,42.8,93.45,51.03,25,100,10.22,CN,overcast clouds
433,Laguna,38.421,-121.4238,54.0,76,1,13.8,US,clear sky
434,Dafeng,23.4517,108.5881,85.15,66,78,7.9,CN,broken clouds
435,Barraute,48.4335,-77.6328,33.8,64,90,4.61,CA,overcast clouds
436,Maputo,-25.9653,32.5892,66.2,88,75,4.61,MZ,light rain
437,Wainwright,52.839,-110.8572,26.6,43,84,4.61,CA,broken clouds
438,Yumen,40.2833,97.2,51.57,25,100,24.63,CN,overcast clouds
439,Bima,-8.4667,118.7167,88.25,54,27,0.51,ID,scattered clouds
440,Ekhabi,53.5102,142.9671,32.63,92,100,14.99,RU,overcast clouds
441,Gazojak,41.1875,61.4036,61.66,27,24,15.95,TM,few clouds
442,Rehoboth,-23.3167,17.0833,59.86,39,7,2.35,NA,clear sky
443,Bollnas,61.3482,16.3946,34.0,75,24,5.99,SE,few clouds
444,Harper,4.375,-7.7169,80.02,86,100,6.4,LR,overcast clouds
445,Olafsvik,64.8945,-23.7142,42.01,89,100,19.82,IS,light rain
446,Kidal,18.4411,1.4078,81.23,8,6,10.58,ML,clear sky
447,Autun,46.95,4.3,41.0,87,0,1.14,FR,clear sky
448,High Rock,26.6208,-78.2833,75.2,78,75,13.8,BS,broken clouds
449,Lishui,28.4604,119.9103,81.61,56,50,4.54,CN,scattered clouds
450,Slave Lake,55.2834,-114.769,30.2,51,1,2.3,CA,clear sky
451,Hvide Sande,56.0045,8.1294,37.0,79,5,25.03,DK,clear sky
452,Kota Kinabalu,5.9749,116.0724,89.6,66,20,4.61,MY,few clouds
453,Tuatapere,-46.1333,167.6833,52.0,91,100,7.0,NZ,overcast clouds
454,Neyshabur,36.2133,58.7958,67.91,28,35,1.97,IR,scattered clouds
455,Plettenberg Bay,-34.0527,23.3716,65.07,75,2,4.65,ZA,clear sky
456,Egvekinot,66.3167,-179.1667,29.57,77,40,1.92,RU,scattered clouds
457,Richards Bay,-28.783,32.0377,65.57,89,82,9.4,ZA,light rain
458,Chlorakas,34.8042,32.4083,53.6,54,20,6.91,CY,few clouds
459,Marawi,7.9986,124.2928,84.99,73,43,5.99,PH,scattered clouds
460,Hambantota,6.1241,81.1185,84.2,84,20,5.75,LK,few clouds
461,Pacific Grove,36.6177,-121.9166,51.01,89,78,9.08,US,broken clouds
462,Seondha,26.1578,78.7797,93.52,17,4,12.66,IN,clear sky
463,Santa Rosa,14.3122,121.1114,89.6,62,20,9.22,PH,few clouds
464,De-Kastri,51.4667,140.7833,47.41,87,99,2.33,RU,light rain
465,Mawlaik,23.6333,94.4167,104.9,20,7,0.78,MM,clear sky
466,Zhigansk,66.7697,123.3711,25.09,83,100,5.97,RU,overcast clouds
467,Bukan,36.521,46.2089,65.8,41,80,7.09,IR,broken clouds
468,Zabol,32.25,67.25,59.47,15,0,12.44,AF,clear sky
469,Tazmalt,36.3868,4.3989,53.46,92,42,3.85,DZ,scattered clouds
470,Teluk Nibung,3.001,99.8164,83.07,70,100,5.14,ID,overcast clouds
471,Camacha,33.0833,-16.3333,66.2,77,40,17.27,PT,scattered clouds
472,Sitrah,26.1547,50.6206,82.4,36,0,2.3,BH,clear sky
473,Kargasok,59.0556,80.8572,36.21,80,11,3.76,RU,few clouds
474,Berzunti,46.4,26.6333,45.0,87,20,14.97,RO,few clouds
475,Oussouye,12.485,-16.5469,71.6,88,0,4.61,SN,clear sky
476,Mecca,21.4267,39.8261,84.74,34,2,3.15,SA,clear sky
477,Zabid,14.1951,43.3152,81.27,57,2,4.68,YE,clear sky
478,Lannion,48.75,-3.4167,44.6,87,0,9.22,FR,clear sky
479,Lida,53.8833,25.2997,34.57,85,96,13.24,BY,overcast clouds
480,Necochea,-38.5473,-58.7368,61.0,98,100,8.59,AR,overcast clouds
481,Mao,39.8885,4.2658,51.8,93,75,4.61,ES,broken clouds
482,Half Moon Bay,37.4636,-122.4286,51.8,87,90,6.91,US,mist
483,Chesterville,44.5512,-70.0862,34.0,71,56,1.01,US,broken clouds
484,Tiruchchirappalli,10.8167,78.6833,87.8,66,20,5.75,IN,haze
485,Yugo-Kamskiy,57.7053,55.5894,42.8,75,90,6.71,RU,overcast clouds
486,Riachao,-7.3619,-46.6172,71.65,91,99,0.96,BR,overcast clouds
487,Nyurba,63.2842,118.3319,31.64,79,93,13.98,RU,light snow
488,Jagraon,30.7833,75.4833,70.36,60,98,19.33,IN,overcast clouds
489,Otjimbingwe,-22.35,16.1333,67.03,38,10,7.74,NA,clear sky
490,Pangnirtung,66.1451,-65.7125,20.37,79,90,6.22,CA,overcast clouds
491,Quzhou,28.9594,118.8686,77.81,67,59,5.95,CN,broken clouds
492,Nouakchott,18.0858,-15.9785,68.0,83,40,17.27,MR,scattered clouds
493,Kocevje,45.6433,14.8633,51.01,72,99,5.01,SI,overcast clouds
494,Pontes E Lacerda,-15.2261,-59.3353,74.55,74,82,2.08,BR,broken clouds
495,Ordu,40.9086,37.6845,44.6,100,0,1.14,TR,clear sky
496,Ballina,-28.8667,153.5667,70.0,49,0,11.5,AU,clear sky
497,Sinop,41.7711,34.8709,47.03,77,31,8.95,TR,scattered clouds
498,Panjab,34.388,67.0233,42.08,19,0,4.85,AF,clear sky
499,Bogovarovo,58.9785,47.0246,41.7,85,96,7.14,RU,overcast clouds
500,Jalu,29.0331,21.5482,66.9,24,9,12.66,LY,clear sky
501,Hadejia,12.4498,10.0444,81.55,15,74,10.2,NG,broken clouds
502,Kuito,-12.3833,16.9333,61.5,75,100,2.91,AO,overcast clouds
503,Zhenlai,45.8495,123.2973,56.32,65,100,6.42,CN,overcast clouds
504,Sioux Lookout,50.1001,-91.917,48.2,40,20,4.61,CA,few clouds
505,Lovington,32.944,-103.3485,61.0,56,54,5.01,US,broken clouds
506,Touros,-5.1989,-35.4608,77.0,88,75,4.61,BR,broken clouds
507,Carballo,43.213,-8.691,55.99,89,100,3.89,ES,overcast clouds
508,Doha,25.2867,51.5333,88.0,47,0,4.09,QA,clear sky
509,Lakatoro,-16.0999,167.4164,84.87,72,28,11.25,VU,scattered clouds
510,Daru,-9.0763,143.2092,83.68,75,37,5.19,PG,scattered clouds
511,Manokwari,-0.8667,134.0833,82.54,75,98,5.84,ID,overcast clouds
512,Kampong Cham,11.9934,105.4635,90.97,52,75,6.85,KH,broken clouds
513,Itoman,26.1247,127.6694,69.8,88,75,24.16,JP,light rain
514,Taunggyi,20.7833,97.0333,86.67,29,0,3.91,MM,clear sky
515,Comodoro Rivadavia,-45.8667,-67.5,41.0,81,0,5.75,AR,clear sky
516,Plouzane,48.3833,-4.6167,51.8,58,0,11.5,FR,clear sky
517,Itaqui,-29.1253,-56.5531,66.31,73,98,8.86,BR,overcast clouds
518,Troitsko-Pechorsk,62.7084,56.1964,39.92,89,100,9.31,RU,overcast clouds
519,Palitana,21.5167,71.8333,82.4,54,100,4.61,IN,smoke
520,Piacabucu,-10.4056,-36.4344,77.59,89,60,7.9,BR,broken clouds
521,Maldonado,-34.6667,-54.9167,66.2,82,0,13.8,UY,clear sky
522,Dutse,11.7594,9.3392,76.96,54,64,9.04,NG,broken clouds
523,Batie,9.8833,-2.9167,80.35,63,90,7.14,BF,overcast clouds
524,Aswan,24.0934,32.907,81.19,19,8,10.33,EG,clear sky
525,Cap Malheureux,-19.9842,57.6142,75.0,82,100,7.0,MU,overcast clouds
526,Canico,32.6333,-16.85,64.4,63,40,4.61,PT,scattered clouds
527,Malbug,9.7327,123.3402,82.4,78,90,9.22,PH,overcast clouds
528,San Andres,12.5847,-81.7006,80.6,78,20,12.66,CO,few clouds
529,Soyo,-6.1349,12.3689,77.72,88,100,1.54,AO,moderate rain
530,Acarau,-2.8856,-40.12,76.51,87,14,4.74,BR,few clouds
531,Moyale,3.5167,39.0584,66.83,86,88,2.04,KE,overcast clouds
532,Buraydah,26.326,43.975,75.2,23,20,4.61,SA,few clouds
533,Chor,25.5167,69.7667,91.22,37,0,15.9,PK,clear sky
534,Ambunti,-4.2365,142.8448,82.0,91,98,1.12,PG,overcast clouds
535,Karlskoga,59.3267,14.5239,35.6,55,0,11.5,SE,clear sky
536,Port Hawkesbury,45.6169,-61.3485,35.01,75,1,16.11,CA,clear sky
537,Mackay,-21.15,149.2,70.0,88,90,9.22,AU,light rain
538,Nabire,-3.3667,135.4833,86.76,65,84,6.64,ID,broken clouds
539,Algiers,36.7525,3.042,57.2,94,40,3.44,DZ,mist
540,Hofn,64.2539,-15.2082,37.92,77,95,2.21,IS,overcast clouds
541,Davila,18.4726,120.5763,82.4,74,20,8.05,PH,few clouds
542,Akyab,20.15,92.9,86.76,66,33,12.46,MM,scattered clouds
543,Ixtapa,20.7,-105.2,77.0,78,40,6.91,MX,scattered clouds
544,Qarqin,37.4185,66.0436,73.18,14,3,11.97,AF,clear sky
545,Busembatia,0.7697,33.6131,64.38,96,100,0.63,UG,light rain
546,Sao Miguel Do Araguaia,-13.275,-50.1628,70.32,83,36,2.89,BR,scattered clouds
547,Ndende,-2.4008,11.3581,69.31,99,100,1.45,GA,overcast clouds
548,Svetlyy,54.675,20.1347,39.2,81,75,13.42,RU,broken clouds
549,Klyuchi,52.2667,79.1667,40.5,42,0,13.69,RU,clear sky
550,Orange Cove,36.6244,-119.3137,71.6,37,1,6.91,US,clear sky
551,Flinders,-34.5833,150.8552,73.99,39,0,1.99,AU,clear sky
552,Huayucachi,-12.1333,-75.2333,45.46,92,93,2.86,PE,overcast clouds
553,San Ramon,37.7799,-121.978,51.01,81,1,14.97,US,clear sky
554,Vung Tau,10.346,107.0843,79.72,79,99,15.86,VN,overcast clouds
555,Yuzawa,39.1667,140.5,64.4,44,0,10.36,JP,clear sky
556,Ritchie,-29.038,24.6028,44.6,87,0,2.95,ZA,clear sky
557,Jacksonville,30.3322,-81.6556,57.99,72,40,5.75,US,scattered clouds
558,Dryden,49.7833,-92.7503,51.8,30,1,11.5,CA,clear sky
559,Linjiang,41.8069,126.9078,61.23,41,100,7.16,CN,overcast clouds
560,Ust-Maya,60.4167,134.5333,30.07,63,79,8.19,RU,light snow
561,Acajutla,13.5928,-89.8275,75.99,81,54,1.01,SV,broken clouds
562,Petrovsk-Zabaykalskiy,51.273,108.843,37.35,63,100,6.89,RU,overcast clouds
563,Santa Cruz,-17.8,-63.1667,75.2,94,75,5.75,BO,broken clouds
564,Goldsboro,35.3849,-77.9928,43.0,70,1,4.97,US,clear sky
565,Saint-Augustin,51.226,-58.6502,36.41,91,100,18.61,CA,overcast clouds
566,Hurghada,27.2574,33.8129,71.6,20,0,14.97,EG,clear sky
567,Ferzikovo,54.5191,36.7567,48.2,76,0,6.71,RU,light rain
568,Guebwiller,47.9167,7.2,39.99,60,0,4.61,FR,clear sky
569,Kortkeros,61.8106,51.5806,41.0,93,75,8.95,RU,broken clouds
570,Tongliao,43.6125,122.2653,51.46,88,100,7.61,CN,overcast clouds
571,Nieuw Nickerie,5.95,-56.9833,77.34,87,20,11.07,SR,few clouds
572,Batemans Bay,-35.7167,150.1833,69.01,45,3,8.93,AU,clear sky
573,Saint-Louis,16.3333,-15.0,75.2,53,0,4.61,SN,clear sky
574,Marzuq,14.4,46.4667,74.08,22,0,3.83,YE,clear sky
575,Pau Brasil,-15.4642,-39.6511,69.66,98,100,0.76,BR,overcast clouds
576,Caconda,-13.7333,15.0667,63.43,62,100,2.17,AO,overcast clouds
577,Stromness,58.965,-3.296,39.2,93,96,5.1,GB,overcast clouds
578,Labuhan,-6.8844,112.2051,85.23,62,5,0.67,ID,clear sky
579,Nevelsk,46.6733,141.8633,48.2,61,27,8.95,RU,scattered clouds
580,Abu Samrah,35.3029,37.1841,58.46,39,0,1.81,SY,clear sky
581,Motygino,58.1831,94.7592,39.83,63,8,1.54,RU,clear sky
582,Usinsk,65.9939,57.5281,37.44,94,100,20.92,RU,overcast clouds
583,Salta,-24.7859,-65.4117,62.6,88,40,4.61,AR,scattered clouds
584,Hokitika,-42.7167,170.9667,59.18,83,96,7.67,NZ,overcast clouds
585,Filingue,14.3521,3.3168,84.43,18,36,9.04,NE,scattered clouds
586,Lasa,46.6166,10.7002,43.0,87,0,5.75,IT,clear sky
587,Khorol,49.7837,33.2783,48.27,79,99,11.25,UA,overcast clouds
588,Leon,21.1167,-101.6667,73.4,16,40,3.71,MX,scattered clouds
589,Chamrajnagar,11.9167,76.95,77.0,69,20,3.44,IN,few clouds
590,Chunskiy,56.0815,99.6342,40.55,43,1,5.48,RU,clear sky
591,Cakovec,46.3844,16.4339,36.0,87,35,3.2,HR,scattered clouds
592,Iquique,-20.2208,-70.1431,68.0,64,90,10.36,CL,overcast clouds
593,College,64.8569,-147.8028,53.6,40,1,13.8,US,clear sky
594,Baherden,38.4362,57.4316,71.82,19,79,9.06,TM,broken clouds
595,Dingle,10.9995,122.6711,91.4,50,100,14.81,PH,overcast clouds
596,Tilichiki,60.4667,166.1,29.73,85,12,3.0,RU,few clouds
597,Perth,-31.9333,115.8333,78.01,41,0,10.36,AU,clear sky
598,Preobrazheniye,42.9019,133.9064,57.02,46,100,11.27,RU,overcast clouds
599,Betong,5.7743,101.0723,83.8,66,100,4.12,TH,overcast clouds
600,Port Lincoln,-34.7333,135.8667,64.42,56,70,10.96,AU,broken clouds
601,Dauphin,51.1494,-100.0502,28.4,74,90,13.8,CA,light snow
602,Boa Vista,2.8197,-60.6733,78.8,78,75,10.36,BR,light rain
603,Port-Gentil,-0.7193,8.7815,76.96,84,87,11.16,GA,overcast clouds
604,Kingaroy,-26.5333,151.8333,73.99,24,6,8.05,AU,clear sky
605,Salou,41.0766,1.1416,48.99,93,0,2.3,ES,clear sky
606,Gold Coast,-28.0,153.4333,73.99,43,0,12.66,AU,clear sky
607,Anloga,5.7947,0.8973,82.4,89,20,5.75,GH,few clouds
608,Barhi,23.9,80.8,91.99,13,80,8.16,IN,broken clouds
609,Beyneu,45.3167,55.2,62.26,22,99,24.02,KZ,overcast clouds
610,Boshnyakovo,49.6333,142.1667,47.89,60,61,9.66,RU,broken clouds
611,Kyra,49.5776,111.9753,43.29,38,100,7.45,RU,overcast clouds
612,Saldanha,-33.0117,17.9442,57.2,94,0,5.75,ZA,clear sky
613,Atbasar,51.8,68.3333,40.75,41,62,13.6,KZ,broken clouds
614,Tevaitoa,-16.7833,-151.5,80.58,75,19,14.18,PF,light rain
615,Conceicao Do Castelo,-20.3683,-41.2439,60.58,95,56,1.1,BR,broken clouds
616,Miles City,46.4083,-105.8406,44.6,49,20,23.02,US,few clouds
617,Verkhnyaya Inta,65.9811,60.3094,40.03,81,99,16.55,RU,overcast clouds
618,Deputatskiy,69.3,139.9,12.25,82,98,2.35,RU,overcast clouds
619,Anchorage,61.2181,-149.9003,53.6,30,1,4.61,US,clear sky
620,Enshi,30.3,109.4833,69.51,84,95,0.72,CN,overcast clouds
621,Surt,31.2089,16.5887,71.08,31,16,20.02,LY,few clouds
622,Quelimane,-17.8786,36.8883,68.0,94,0,3.4,MZ,clear sky
623,Zlatna,46.1167,23.2167,45.0,93,90,2.3,RO,overcast clouds
624,Rawson,-43.3002,-65.1023,56.3,65,6,5.86,AR,clear sky
625,Suzun,53.7841,82.3116,40.96,48,6,11.81,RU,clear sky
626,Benguela,-12.5763,13.4055,79.39,80,99,3.29,AO,overcast clouds
627,Nsanje,-16.92,35.262,62.29,96,0,1.83,MW,clear sky
628,New Castle,41.0037,-80.347,36.0,75,1,3.44,US,clear sky
629,Samarai,-10.6167,150.6667,83.73,72,79,5.19,PG,broken clouds
630,Virginia Beach,36.8529,-75.978,46.99,57,40,6.91,US,scattered clouds
631,Rovenki,48.0833,39.3776,47.21,80,10,5.35,UA,clear sky
632,San Jeronimo,-11.9472,-75.2829,44.1,94,91,2.24,PE,overcast clouds
633,Rovinj,45.08,13.64,48.0,93,0,3.44,HR,clear sky
634,Riyadh,24.6877,46.7219,77.0,19,0,6.73,SA,clear sky
635,Mana,5.6592,-53.7767,77.02,89,100,9.35,GF,overcast clouds
636,Yingcheng,30.95,113.55,68.0,77,40,2.24,CN,scattered clouds
637,Sooke,48.3746,-123.7276,53.01,85,21,17.27,CA,few clouds
638,Kupang,-10.1667,123.5833,84.29,64,4,3.94,ID,clear sky
639,Brae,60.3964,-1.353,42.8,81,100,4.61,GB,overcast clouds
640,Saint-Georges,12.0564,-61.7485,80.6,78,20,24.16,GD,few clouds
641,Ostrovnoy,68.0531,39.5131,34.32,96,97,11.59,RU,overcast clouds
642,Vila Velha,-20.3297,-40.2925,71.6,88,0,3.44,BR,clear sky
643,Puerto Baquerizo Moreno,-0.9,-89.6,75.38,88,31,7.36,EC,scattered clouds
644,Cartagena,10.3997,-75.5144,80.6,89,20,10.36,CO,few clouds
645,Skibbereen,51.55,-9.2667,44.6,81,20,12.66,IE,few clouds
646,Zyuzelskiy,56.4856,60.1331,41.0,100,40,4.47,RU,scattered clouds
647,Micomeseng,2.1462,10.6164,69.64,99,100,1.01,GQ,heavy intensity rain
648,San Cristobal,7.7669,-72.225,68.16,66,7,1.25,VE,clear sky
649,Bushehr,28.9684,50.8385,73.4,60,78,4.61,IR,broken clouds
650,Aranos,-24.1333,19.1167,60.37,38,60,7.67,NA,broken clouds
651,Morgan City,29.6994,-91.2068,60.8,72,1,4.61,US,clear sky
652,Ust-Uda,54.1742,103.0304,39.42,36,74,5.61,RU,broken clouds
653,Gouyave,12.1646,-61.7296,80.6,78,20,24.16,GD,few clouds
654,Zhaotong,27.3167,103.7167,76.77,32,1,4.29,CN,clear sky
655,Pithoragarh,29.5833,80.2167,64.02,38,37,1.86,IN,scattered clouds
656,Benjamin Hill,30.1667,-111.1,66.99,48,3,1.99,MX,clear sky
657,Hervey Bay,-25.2986,152.8535,75.99,42,97,4.0,AU,overcast clouds
658,Adrar,20.5022,-10.0711,72.99,13,0,11.23,MR,clear sky
659,Gorom-Gorom,14.4439,-0.2361,85.32,38,27,7.61,BF,scattered clouds
660,Dongsheng,39.8161,109.9776,64.85,32,100,20.98,CN,overcast clouds
661,Ishigaki,24.3448,124.1572,73.4,94,75,19.57,JP,broken clouds
662,Bintulu,3.1667,113.0333,89.6,62,40,8.05,MY,scattered clouds
663,Muisne,0.6,-80.0333,77.47,84,81,6.15,EC,broken clouds
664,Bosaso,11.2842,49.1816,85.39,62,9,7.07,SO,clear sky
665,Tabas,33.5959,56.9244,81.9,20,0,2.82,IR,clear sky
666,Sao Domingos Do Prata,-19.865,-42.9683,60.64,94,1,3.2,BR,clear sky
667,Kudat,6.8837,116.8477,87.8,62,20,14.97,MY,few clouds
668,Zhangjiakou,40.81,114.8794,69.62,36,2,6.64,CN,clear sky
669,Aden,12.7794,45.0367,81.05,77,1,19.86,YE,clear sky
670,Frontera,26.9333,-101.45,75.99,56,80,2.51,MX,broken clouds
671,Bafra,41.5678,35.9069,51.01,93,20,2.3,TR,mist
672,Cortegaca,40.9488,-8.6213,59.0,82,0,8.05,PT,clear sky
673,Sao Joao Da Barra,-21.6403,-41.0511,67.44,88,0,9.19,BR,clear sky
674,Chadiza,-14.0678,32.4392,57.15,98,22,3.51,ZM,few clouds
675,Bhachau,23.2833,70.35,90.32,34,0,17.18,IN,clear sky
676,Issia,6.4922,-6.5856,72.9,98,100,1.3,CI,overcast clouds
677,Manadhoo,5.7667,73.3833,83.68,71,28,9.19,MV,scattered clouds
678,Pervomayskiy,53.2485,40.2871,45.0,73,93,6.31,RU,overcast clouds
679,Kungurtug,50.5994,97.5228,31.17,83,100,4.56,RU,light snow
680,Vardo,70.3705,31.1107,33.8,75,75,5.75,NO,broken clouds
